1,1,1700.0,391.0,156.0,337.0,1,-1,-1,-1
1,2,250.0,456.0,107.0,248.0,1,-1,-1,-1
1,3,1255.0,539.0,60.0,118.0,1,-1,-1,-1
1,4,1288.0,459.0,73.0,199.0,1,-1,-1,-1
1,5,120.0,504.0,93.0,239.0,1,-1,-1,-1
1,6,0.0,243.0,110.0,666.0,1,-1,-1,-1
1,7,1885.0,369.0,35.0,213.0,1,-1,-1,-1
2,1,1689.0074841999644,390.00049894666427,163.0,338.0,1,-1,-1,-1
2,2,261.99351369336404,455.99900210667136,96.0,250.0,1,-1,-1,-1
2,3,1256.9985031600072,538.0,59.0,120.0,1,-1,-1,-1
2,4,1290.9980042133427,460.99900210667136,71.0,197.0,1,-1,-1,-1
2,5,119.00598735997164,503.00049894666427,83.0,240.0,1,-1,-1,-1
2,6,-0.0019957866572113403,246.99800421334282,114.0,662.0,1,-1,-1,-1
2,7,1884.0009978933285,370.0014968399929,35.0,208.0,1,-1,-1,-1
3,1,1686.9640102482526,388.99998217815175,163.0,340.0,1,-1,-1,-1
3,2,261.8395187546978,455.8393227143671,97.0,251.0,1,-1,-1,-1
3,3,1259.5179146775565,538.0,56.0,120.0,1,-1,-1,-1
3,4,1293.5179324994049,460.1607485730259,68.0,198.0,1,-1,-1,-1
3,5,116.32121199647983,502.99998217815175,87.0,240.0,1,-1,-1,-1
3,6,-0.8034933592539986,276.5358316901935,119.0,626.0,1,-1,-1,-1
3,7,1882.3213902149623,368.96422411043164,37.0,206.0,1,-1,-1,-1
4,1,1684.767758174514,389.5168836890838,162.0,341.0,1,-1,-1,-1
4,2,262.0080573493428,456.00610094810133,97.0,251.0,1,-1,-1,-1
4,3,1262.3738513386515,538.517061543742,54.0,121.0,1,-1,-1,-1
4,4,1295.5350086787294,459.8336309851127,67.0,199.0,1,-1,-1,-1
4,5,116.34245732485363,502.8388426599224,89.0,241.0,1,-1,-1,-1
4,6,-0.9364392999594386,261.0595571873748,125.0,652.0,1,-1,-1,-1
4,7,1880.3101127839527,359.0918514012524,39.0,219.0,1,-1,-1,-1
5,1,1685.3976514611002,388.82793707057647,159.0,344.0,1,-1,-1,-1
5,2,262.0682030395377,456.2504766814917,97.0,250.0,1,-1,-1,-1
5,3,1267.2924148926134,541.012521160467,49.0,117.0,1,-1,-1,-1
5,4,1297.2884337097857,459.30764184566385,68.0,199.0,1,-1,-1,-1
5,5,120.14541811388992,503.6351980777025,85.0,241.0,1,-1,-1,-1
5,6,-1.8583858891389866,246.90027599929715,137.0,667.0,1,-1,-1,-1
